model_name,f1_test,auc_test,silhoute,davies-bouldin
Supervised_GCN_64,0.6527572735446046,0.9213219670806946,0.46159350872039795,0.9593737430736108
Supervised_GCN_64,0.6808672505490774,0.9429567221592323,0.510174572467804,0.9348391347277214
Supervised_GCN_64,0.6313651675275177,0.9167089031678586,0.44386255741119385,0.9871953193284273
Supervised_GCN_64,0.6538667422707924,0.9092094443568347,0.46199437975883484,0.9660387082979323
Supervised_GCN_64,0.6528674415955635,0.9116428166283878,0.5113586187362671,0.9644183849048542
Supervised_GCN_64,0.6768530605345527,0.9231044808834096,0.5002575516700745,1.077800123955422
Supervised_GCN_64,0.6436116546049043,0.910660688922381,0.5165325999259949,0.9347919503828646
Supervised_GCN_64,0.6374008879467346,0.9114811192578129,0.4480411112308502,0.9696670084548208
Supervised_GCN_64,0.654637372293592,0.9046091544009698,0.5057806372642517,1.025076393788775
Supervised_GCN_64,0.6014628431319998,0.9346741581353186,0.5093201994895935,0.9479525652986017
Supervised_GCN_128,0.7143709775522824,0.9340023615447425,0.46696150302886963,0.9609494176549102
Supervised_GCN_128,0.6650574603713194,0.9278279068489571,0.44762367010116577,0.9398904030100678
Supervised_GCN_128,0.6720095590824434,0.9297449184038579,0.39934250712394714,0.9479857201685696
Supervised_GCN_128,0.6574639910280422,0.9231217195932697,0.4260355830192566,1.0511292391480276
Supervised_GCN_128,0.6551451832368107,0.9117112628663196,0.48600462079048157,0.9574467758518673
Supervised_GCN_128,0.6694142292032866,0.9084104561313814,0.4534685015678406,0.9845844614019899
Supervised_GCN_128,0.67024959804254,0.9077272809591594,0.4484901428222656,0.9693161501887586
Supervised_GCN_128,0.6843748669363423,0.9319820786477067,0.4413059949874878,0.9278634135068383
Supervised_GCN_128,0.6884026432820565,0.9435888811603427,0.480429470539093,1.0077987526863872
Supervised_GCN_128,0.6654794273402038,0.9377415400575355,0.4799799621105194,0.9852970030619517
